Disease,Source,Statement,Content, Date, Link
Dengue cases,The Hindu,Health Minister reviews meeting on seasonal diseases,Eatala tells to focus on agency areas and take up anti-larvae operations,August 19| 2020,https://www.thehindu.com/news/national/telangana/health-minister-reviews-meeting-on-seasonal-diseases/article32397076.ece
Dengue cases,The Hindu,1|417 test positive| 1|426 recover in State,No let-up in Thiruvananthapuram district| five more deaths take toll to 120,August 12| 2020,https://www.thehindu.com/news/national/kerala/1417-test-positive-1426-recover-in-state/article32331486.ece
Dengue cases,The Hindu,Coronavirus | Kerala battles monsoon diseases and the virus,As case graph rises| it tackles dengue and leptospirosis; case tally up by 6|257 in Karnataka| 1|896...,August 12| 2020,https://www.thehindu.com/news/national/coronavirus-kerala-battles-monsoon-diseases-and-the-virus/article32331163.ece
Dengue cases,The Hindu,1|417 test positive| 1|426 recover in State,No let-up in Thiruvananthapuram district| five more deaths take toll to 120,August 12| 2020,https://www.thehindu.com/todays-paper/1417-test-positive-1426-recover-in-state/article32331105.ece
Dengue cases,The Hindu,Sushant Singh Rajput death case | CBI questions Rhea Chakraborty| others,She is an accused in actor Sushant Singh Rajput’s death case.,August 28| 2020,https://www.thehindu.com/news/national/sushant-singh-rajput-death-case-rhea-chakraborty-appears-before-cbi/article32463353.ece
Dengue cases,The Hindu,Malaria outbreak comes as a double whammy for tribals,Over 1|000 cases reported this year in Agency areas,August 26| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/malaria-outbreak-comes-as-a-double-whammy-for-tribals/article32442402.ece
Dengue cases,The Hindu,Malaria outbreak comes as double whammy for tribals,Over 1|000 cases reported this year in Agency areas,August 25| 2020,https://www.thehindu.com/news/national/andhra-pradesh/malaria-outbreak-comes-as-double-whammy-for-tribals/article32441064.ece
Dengue cases,The Hindu,Five months on| Tablighi Jamaat cases become diplomatic headache for government,Several countries have expressed concern over the continued custody of their nationals| say diplomat...,August 23| 2020,https://www.thehindu.com/news/national/five-months-on-tablighi-jamaat-cases-become-diplomatic-headache-for-government/article32421857.ece
Dengue cases,The Hindu,Coronavirus India lockdown Day 151 updates | August 22| 2020,Close to ten thousand new infections and about hundred deaths were recorded in Andhra Pradesh on Fri...,August 22| 2020,https://www.thehindu.com/news/national/coronavirus-india-lockdown-august-22-2020-live-updates/article32419252.ece
Dengue cases,The Hindu,Dengue virus tests may sometimes return ‘positive’ for coronavirus| says study,Deeper investigation may be required into finding out if there are crucial similarities in the struc...,August 21| 2020,https://www.thehindu.com/sci-tech/health/dengue-virus-tests-may-sometimes-return-positive-for-coronavirus-study/article32416613.ece
Dengue cases,The Hindu,Basti dawakhanas to resume services,OP timings in PHCs to increase,August 21| 2020,https://www.thehindu.com/todays-paper/tp-national/tp-telangana/basti-dawakhanas-to-resume-services/article32408570.ece
Dengue cases,The Hindu,Evening clinics to resume at basti dawakhanas,OP timings in PHCs to increase,August 20| 2020,https://www.thehindu.com/news/national/telangana/evening-clinics-to-resume-at-basti-dawakhanas/article32406893.ece
Dengue cases,The Hindu,Health Minister reviews meeting on seasonal diseases,Eatala tells to focus on agency areas and take up anti-larvae operations,August 19| 2020,https://www.thehindu.com/news/national/telangana/health-minister-reviews-meeting-on-seasonal-diseases/article32397076.ece
Dengue cases,The Hindu,1|417 test positive| 1|426 recover in State,No let-up in Thiruvananthapuram district| five more deaths take toll to 120,August 12| 2020,https://www.thehindu.com/news/national/kerala/1417-test-positive-1426-recover-in-state/article32331486.ece
Dengue cases,The Hindu,Coronavirus | Kerala battles monsoon diseases and the virus,As case graph rises| it tackles dengue and leptospirosis; case tally up by 6|257 in Karnataka| 1|896...,August 12| 2020,https://www.thehindu.com/news/national/coronavirus-kerala-battles-monsoon-diseases-and-the-virus/article32331163.ece
Dengue cases,The Hindu,1|417 test positive| 1|426 recover in State,No let-up in Thiruvananthapuram district| five more deaths take toll to 120,August 12| 2020,https://www.thehindu.com/todays-paper/1417-test-positive-1426-recover-in-state/article32331105.ece
Dengue cases,NDTV NEWS,Delhi Reports 45 Malaria| 35 Dengue Cases,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,Tuesday August 11| 2020,https://www.ndtv.com/delhi-news/delhi-reports-45-malaria-35-dengue-cases-2277419
Dengue cases,NDTV NEWS,31 Dengue Cases In Delhi Till August 1; Fever Clinics Set Up| Campaign Intensified,Over 30 cases of dengue have been reported in the national capital till August 1 this year| even as the civic bodies have set up separate fever clinics to attend to patients afflicted with the vector-borne disease| authorities said on Thursday.,Thursday August 6| 2020,https://www.ndtv.com/delhi-news/31-dengue-cases-in-delhi-till-august-1-fever-clinics-set-up-campaign-intensified-2275444
Dengue cases,NDTV NEWS,Thailand Reports First Coronavirus Death,A 35-year-old Thai man who also had dengue fever has died from a coronavirus infection| Thailand's first death from the COVID-19 disease| Suwanchai Wattanayingcharoen| director-general of the Department of Disease Control| said on Sunday.,Sunday March 1| 2020,https://www.ndtv.com/world-news/coronavirus-outbreak-thailand-reports-first-coronavirus-death-2187976
Dengue cases,NDTV NEWS,"As If We Produce Larvae": Mamata Banerjee Lashes Out Over Dengue Deaths,West Bengal Chief Minister Mamata Banerjee today hit out at the opposition for politicising deaths due to dengue. Speaking during a discussion in the state assembly| Ms Banerjee said around 44|000 people have been affected by the disease in the state.,Tuesday December 3| 2019,https://www.ndtv.com/india-news/mamata-banerjee-lashes-out-over-dengue-deaths-says-as-if-we-produce-larvae-2142899
Dengue cases,NDTV NEWS,Delhi Has Won "Battle Against Dengue"| Says Arvind Kejriwal,There have been around 1|100 cases of dengue and no deaths due to the mosquito-borne disease this year in the city| Delhi Chief Minister Arvind Kejriwal said on Sunday.,Monday November 11| 2019,https://www.ndtv.com/delhi-news/delhi-has-won-battle-against-dengue-says-chief-minister-arvind-kejriwal-2130468
Dengue cases,NDTV NEWS,Dengue Cases In Delhi Cross 1000-Mark| Over 200 Fresh Cases In A Week,Dengue cases have spiked in the national capital in the last one week| taking the total number of people affected by the vector-borne disease this year in the city to over 1|000| according to civic authorities.,Tuesday November 5| 2019,https://www.ndtv.com/delhi-news/dengue-cases-in-delhi-cross-1000-mark-over-200-fresh-cases-in-a-week-2127877
Dengue cases,NDTV NEWS,Delhi Records Over 800 Dengue Cases| Health Minister Says Lowest In 5 Years,Over 830 people have been diagnosed with dengue in the national capital region this year| with last week alone recording 189 cases of the vector-borne disease| a municipal report released on Monday said.,Monday October 28| 2019,https://www.ndtv.com/india-news/delhi-records-over-800-dengue-cases-health-minister-satyendar-jain-says-lowest-in-5-years-2123713
Dengue cases,NDTV NEWS,After Floods| Bihar Grapples With Spike In Dengue Cases To 1|400,Over 1|400 people are being treated for dengue in Bihar| a steep increase from 1|000 cases in just five days as the state wrestles with the deadly disease. State capital Patna has been affected the most| with over 900 cases reported from the city alone| home to about 30 lakh people.,Saturday October 12| 2019,https://www.ndtv.com/india-news/after-floods-bihar-grapples-with-spike-in-dengue-cases-to-1-400-2115867
Dengue cases,NDTV NEWS,Not A Single Life Lost To Dengue This Year In Delhi: Arvind Kejriwal,Chief Minister Arvind Kejriwal on Monday said not a single life has been lost to dengue so far this year in Delhi| crediting his government''s ongoing campaign against the vector-borne disease for the "stunning results".,Monday October 7| 2019,https://www.ndtv.com/delhi-news/dengue-cases-in-delhi-arvind-kejriwal-says-not-a-single-life-lost-to-dengue-this-year-in-delhi-2113256
Dengue cases,NDTV NEWS,More Than 650 Dengue Cases Reported In Patna This Year| 250 In Last Week,With parts of the Bihar capital still inundated following last week's heavy rainfall| the threat of a dengue epidemic looms large over the city.,Monday October 7| 2019,https://www.ndtv.com/patna-news/after-bihar-floods-250-dengue-cases-reported-in-patna-in-last-week-more-than-650-this-year-2113248
Dengue cases,NDTV NEWS,Dengue Cases Rise To 775 As Rainwater Yet To Recede From Parts Of Bihar,Around 170 people were tested positive for dengue in Bihar on Saturday| adding to the over 600 cases that have been registered across the state following heavy rain last week. At least 80 per cent of the 775 dengue cases have been reported from Patna alone| officials said.,Sunday October 6| 2019,https://www.ndtv.com/india-news/dengue-cases-rise-to-775-as-rainwater-yet-to-recede-from-parts-of-bihar-2112576
Dengue cases,NDTV NEWS,400 Dengue Cases| Floating Garbage As Patna Flood Nightmare Nears Day 9,More than 400 people are being treated for dengue in Patna| parts of which remained flooded for the eighth day on Saturday following heavy rain last week| as floating animal carcasses and garbage spouted concerns of spreading disease in Bihar's capital city| home to about 30 lakh residents.,Saturday October 5| 2019,https://www.ndtv.com/patna-news/bihar-patna-floods-400-dengue-cases-floating-garbage-as-patna-flood-nightmare-nears-day-9-2112423
Dengue cases,NDTV NEWS,Lucknow Reports 125 Dengue Cases In 2 Months,Lucknow has reported 125 cases of dengue in two months| with 13 more patients testing positive. The victims who have tested positive on Thursday include six females| one of them an 82-year-old woman.,Friday September 20| 2019,https://www.ndtv.com/lucknow-news/lucknow-reports-125-dengue-cases-in-2-months-2104206
Dengue cases,NDTV NEWS,Case Filed Against Veterinarian After Pet Dog At KCR's House Dies,A case of criminal negligence being filed against a veterinary doctor after a dog died in the Telangana Chief Minister K Chandrashekar Rao's residence in Hyderabad has been criticised as cruel irony by opposition parties and on social media.,Saturday September 14| 2019,https://www.ndtv.com/telangana-news/case-filed-against-veterinarian-after-pet-dog-at-k-chandrashekar-raos-house-dies-2101061
Dengue cases,NDTV NEWS,Delhi Reports 45 Malaria| 35 Dengue Cases,Forty-five cases of malaria and 35 of dengue have been reported in the national capital this year till August 8| according to a municipal report released on Monday.,Tuesday August 11| 2020,https://www.ndtv.com/delhi-news/delhi-reports-45-malaria-35-dengue-cases-2277419
Dengue cases,NDTV NEWS,31 Dengue Cases In Delhi Till August 1; Fever Clinics Set Up| Campaign Intensified,Over 30 cases of dengue have been reported in the national capital till August 1 this year| even as the civic bodies have set up separate fever clinics to attend to patients afflicted with the vector-borne disease| authorities said on Thursday.,Thursday August 6| 2020,https://www.ndtv.com/delhi-news/31-dengue-cases-in-delhi-till-august-1-fever-clinics-set-up-campaign-intensified-2275444
Dengue cases,NDTV NEWS,Thailand Reports First Coronavirus Death,A 35-year-old Thai man who also had dengue fever has died from a coronavirus infection| Thailand's first death from the COVID-19 disease| Suwanchai Wattanayingcharoen| director-general of the Department of Disease Control| said on Sunday.,Sunday March 1| 2020,https://www.ndtv.com/world-news/coronavirus-outbreak-thailand-reports-first-coronavirus-death-2187976
Dengue cases,NDTV NEWS,"As If We Produce Larvae": Mamata Banerjee Lashes Out Over Dengue Deaths,West Bengal Chief Minister Mamata Banerjee today hit out at the opposition for politicising deaths due to dengue. Speaking during a discussion in the state assembly| Ms Banerjee said around 44|000 people have been affected by the disease in the state.,Tuesday December 3| 2019,https://www.ndtv.com/india-news/mamata-banerjee-lashes-out-over-dengue-deaths-says-as-if-we-produce-larvae-2142899
Dengue cases,NDTV NEWS,Delhi Has Won "Battle Against Dengue"| Says Arvind Kejriwal,There have been around 1|100 cases of dengue and no deaths due to the mosquito-borne disease this year in the city| Delhi Chief Minister Arvind Kejriwal said on Sunday.,Monday November 11| 2019,https://www.ndtv.com/delhi-news/delhi-has-won-battle-against-dengue-says-chief-minister-arvind-kejriwal-2130468
Dengue cases,NDTV NEWS,Dengue Cases In Delhi Cross 1000-Mark| Over 200 Fresh Cases In A Week,Dengue cases have spiked in the national capital in the last one week| taking the total number of people affected by the vector-borne disease this year in the city to over 1|000| according to civic authorities.,Tuesday November 5| 2019,https://www.ndtv.com/delhi-news/dengue-cases-in-delhi-cross-1000-mark-over-200-fresh-cases-in-a-week-2127877
Dengue cases,NDTV NEWS,Delhi Records Over 800 Dengue Cases| Health Minister Says Lowest In 5 Years,Over 830 people have been diagnosed with dengue in the national capital region this year| with last week alone recording 189 cases of the vector-borne disease| a municipal report released on Monday said.,Monday October 28| 2019,https://www.ndtv.com/india-news/delhi-records-over-800-dengue-cases-health-minister-satyendar-jain-says-lowest-in-5-years-2123713
Dengue cases,NDTV NEWS,After Floods| Bihar Grapples With Spike In Dengue Cases To 1|400,Over 1|400 people are being treated for dengue in Bihar| a steep increase from 1|000 cases in just five days as the state wrestles with the deadly disease. State capital Patna has been affected the most| with over 900 cases reported from the city alone| home to about 30 lakh people.,Saturday October 12| 2019,https://www.ndtv.com/india-news/after-floods-bihar-grapples-with-spike-in-dengue-cases-to-1-400-2115867
Dengue cases,NDTV NEWS,Not A Single Life Lost To Dengue This Year In Delhi: Arvind Kejriwal,Chief Minister Arvind Kejriwal on Monday said not a single life has been lost to dengue so far this year in Delhi| crediting his government''s ongoing campaign against the vector-borne disease for the "stunning results".,Monday October 7| 2019,https://www.ndtv.com/delhi-news/dengue-cases-in-delhi-arvind-kejriwal-says-not-a-single-life-lost-to-dengue-this-year-in-delhi-2113256
Dengue cases,NDTV NEWS,More Than 650 Dengue Cases Reported In Patna This Year| 250 In Last Week,With parts of the Bihar capital still inundated following last week's heavy rainfall| the threat of a dengue epidemic looms large over the city.,Monday October 7| 2019,https://www.ndtv.com/patna-news/after-bihar-floods-250-dengue-cases-reported-in-patna-in-last-week-more-than-650-this-year-2113248
Dengue cases,NDTV NEWS,Dengue Cases Rise To 775 As Rainwater Yet To Recede From Parts Of Bihar,Around 170 people were tested positive for dengue in Bihar on Saturday| adding to the over 600 cases that have been registered across the state following heavy rain last week. At least 80 per cent of the 775 dengue cases have been reported from Patna alone| officials said.,Sunday October 6| 2019,https://www.ndtv.com/india-news/dengue-cases-rise-to-775-as-rainwater-yet-to-recede-from-parts-of-bihar-2112576
Dengue cases,NDTV NEWS,400 Dengue Cases| Floating Garbage As Patna Flood Nightmare Nears Day 9,More than 400 people are being treated for dengue in Patna| parts of which remained flooded for the eighth day on Saturday following heavy rain last week| as floating animal carcasses and garbage spouted concerns of spreading disease in Bihar's capital city| home to about 30 lakh residents.,Saturday October 5| 2019,https://www.ndtv.com/patna-news/bihar-patna-floods-400-dengue-cases-floating-garbage-as-patna-flood-nightmare-nears-day-9-2112423
Dengue cases,NDTV NEWS,Lucknow Reports 125 Dengue Cases In 2 Months,Lucknow has reported 125 cases of dengue in two months| with 13 more patients testing positive. The victims who have tested positive on Thursday include six females| one of them an 82-year-old woman.,Friday September 20| 2019,https://www.ndtv.com/lucknow-news/lucknow-reports-125-dengue-cases-in-2-months-2104206
Dengue cases,NDTV NEWS,Case Filed Against Veterinarian After Pet Dog At KCR's House Dies,A case of criminal negligence being filed against a veterinary doctor after a dog died in the Telangana Chief Minister K Chandrashekar Rao's residence in Hyderabad has been criticised as cruel irony by opposition parties and on social media.,Saturday September 14| 2019,https://www.ndtv.com/telangana-news/case-filed-against-veterinarian-after-pet-dog-at-k-chandrashekar-raos-house-dies-2101061
Dengue cases,THE HINDU BUSSINESSLINE,Infecting mosquitoes with natural bacteria can help reduce dengue infections: Study,World Mosquito Program study indicated that Wolbachia bacteria have helped reduce infections in dengue-prone areas,27 August| 2020,https://www.thehindubusinessline.com/news/variety/infecting-mosquitoes-with-natural-bacteria-can-help-reduce-dengue-infections-study/article32453681.ece
Dengue cases,THE HINDU BUSSINESSLINE,Asian nations beat India in Covid control,This is a bit perplexing as we were quick to act| while most of our neighbours reacted tardily and| yet| are better-off,18 August| 2020,https://www.thehindubusinessline.com/opinion/columns/asian-nations-beat-india-in-covid-control/article32386926.ece
Dengue cases,THE HINDU BUSSINESSLINE,‘Global warming could push malaria into no-go areas’,Malaria No More (MNM)| an NGO| has tied up with IBM and its arm The Weather Company for the ‘Forecasting Healthy Futures’ initiative,15 August| 2020,https://www.thehindubusinessline.com/news/global-warming-could-push-malaria-into-no-go-areas/article32361795.ece
Dengue cases,THE HINDU BUSSINESSLINE,Malaria No More| The Weather Company in joint initiative in Odisha,To support national drive against mosquito-borne diseases,12 August| 2020,https://www.thehindubusinessline.com/news/malaria-no-more-the-weather-company-in-joint-initiative-in-odisha/article32333376.ece
Dengue cases,THE HINDU BUSSINESSLINE,Unlock 3: No silver bullet yet| brace for ripple effects from Covid,Economic crisis| food production challenges and mental health issues now come to the fore,31 July| 2020,https://www.thehindubusinessline.com/specials/pulse/unlock-3-no-silver-bullet-yet-brace-for-ripple-effects-from-covid/article32243184.ece
Dengue cases,THE HINDU BUSSINESSLINE,Modi opens 3 high-volume Covid test labs,india’s Covid count crosses 14 lakh,27 July| 2020,https://www.thehindubusinessline.com/news/modi-opens-3-high-volume-covid-test-labs/article32204446.ece
Dengue cases,THE HINDU BUSSINESSLINE,PM Modi launches three high throughput Covid-19 diagnostic machines,Machines can test up to 10|000 samples a day,26 July| 2020,https://www.thehindubusinessline.com/news/national/pm-modi-launches-three-high-throughput-covid19-diagnostic-machines/article32196400.ece
Dengue cases,THE HINDU BUSSINESSLINE,Now| insurers to cover homecare expenses,Insurance companies| which would only settle hospitalisation claims so far| may soon extend the benefits for homecare expenses not only for Covid-19 ...,21 July| 2020,https://www.thehindubusinessline.com/money-and-banking/now-insurers-to-cover-homecare-expenses/article32149661.ece
Dengue cases,THE HINDU BUSSINESSLINE,‘Emergency response and outbreak containment present tough trade-off’,The speed of Covid-19 spread in recent days in India worrisome as more than 70 per cent of confirmed cases and deaths were reported during the last ...,21 July| 2020,https://www.thehindubusinessline.com/news/emergency-response-and-outbreak-containment-present-tough-trade-off/article32148850.ece
Dengue cases,THE HINDU BUSSINESSLINE,Mumbai’s Covid-19 recovery rate stands at nearly 70%; better than national average,Mumbai| one of the major Covid-19 hotspots in India| has marked the recovery rate of nearly 70 per cent| despite the rise in the number of cases.,19 July| 2020,https://www.thehindubusinessline.com/news/national/mumbais-covid-19-recovery-rate-stands-at-nearly-70-better-than-national-average/article32129129.ece
Dengue cases,THE HINDU BUSSINESSLINE,Coronil controversy the latest to embroil Patanjali,While Patanjali’s ‘Corona Kit’ has come under the scanner| this is not the first time the company has claimed it has a “cure” for a disease.According ...,02 July| 2020,https://www.thehindubusinessline.com/news/national/patanjalis-coronil-to-be-sold-as-immunity-booster-not-cure/article31968666.ece
Dengue cases,THE HINDU BUSSINESSLINE,Maharashtra to buy Remdesivir| Favipiravir in large numbers,The Maharashtra government is in the process of procuring and stockpiling anti-viral drugs Remdesivir and Favipiravir for treating Covid-19 patients.,28 June| 2020,https://www.thehindubusinessline.com/news/national/maharashtra-to-buy-remdesivir-favipiravir-in-large-numbers/article31938598.ece
Dengue cases,THE HINDU BUSSINESSLINE,Back to bamboo and safety on stilts,Assamese villagers opt for traditional housing for protection against floods,26 June| 2020,https://www.thehindubusinessline.com/specials/india-interior/back-to-bamboo-and-safety-on-stilts/article31926710.ece
Dengue cases,THE HINDU BUSSINESSLINE,Letters to the editor June 26| 2020,Ground realitiesThis refers to the editorial ‘Score it right’ (June 26). The coronavirus is steadily engulfing the country while the governments are ...,26 June| 2020,https://www.thehindubusinessline.com/opinion/letters/letters-to-the-editor/article31926251.ece
Dengue cases,THE HINDU BUSSINESSLINE,J Radhakrishnan is now TN Health Secretary,In a major bureaucratic reshuffle| Tamil Nadu Health Secretary Beela Rajesh has been shunted out and replaced by senior IAS officer J Radhakrishnan| ...,12 June| 2020,https://www.thehindubusinessline.com/news/j-radhakrishnan-is-now-tn-health-secretary/article31815462.ece
Dengue cases,THE HINDU BUSSINESSLINE,Expect business to become normal in six months: PathLabs chief,Company is awaiting ICMR resolution of ‘dispute’ between private and government labs| says Arvind Lal,29 May| 2020,https://www.thehindubusinessline.com/news/expect-business-to-become-normal-in-six-months-pathlabs-chief/article31702338.ece
Dengue cases,THE HINDU BUSSINESSLINE,A tale of two States and the oncoming monsoon,An already stretched healthcare system gears up for the various diseases that will be unleashed during the monsoon,22 May| 2020,https://www.thehindubusinessline.com/specials/pulse/a-tale-of-two-states-and-the-oncoming-monsoon/article31652173.ece
Dengue cases,THE HINDU BUSSINESSLINE,Delhi Cabinet approves corona relief kits for 38 lakh non-PDS families,The Delhi Cabinet on Monday decided to give a corona relief kit of essential items and foodgrains to 38 lakh households in the capital that are not ...,04 May| 2020,https://www.thehindubusinessline.com/news/national/delhi-cabinet-approves-corona-relief-kits-for-38-lakh-non-pds-families/article31503103.ece
Dengue cases,THE HINDU BUSSINESSLINE,Possibility that no vaccine is ever developed against Covid-19: Experts raise concerns,United States (US) President Donald Trump said he believes a vaccine for Covid-19 will be available by the end of the year. However| according to a ...,04 May| 2020,https://www.thehindubusinessline.com/news/science/possibility-that-no-vaccine-is-ever-developed-against-covid-19-experts-raise-concerns/article31498036.ece
Dengue cases,THE HINDU BUSSINESSLINE,How the staff of a primary health centre kept a village indoors and curbed the virus,Seven people of Aythala village in the Ranni Pazhavangadi panchayat in Kerala tested positive for Covid-19 in March. Here’s how the staff of a primary ...,28 April| 2020,https://www.thehindubusinessline.com/blink/know/how-the-staff-of-primary-health-centre-kept-a-village-indoors-and-curbed-the-virus/article31455017.ece
Dengue cases,THE FINANCIAL EXPRESS,Delhi govt to begin anti-dengue campaign from September 1: Satyendar Jain,The Delhi government had also partnered with RWAs and civil society last year to drive home the point about taking precautions at home every Sunday for 10 minutes that can help ward off dengue| malaria and chikungunya.,Aug 18| 2020,https://www.financialexpress.com/lifestyle/health/delhi-govt-to-begin-anti-dengue-campaign-from-september-1-satyendar-jain/2058939/
Dengue cases,PATRIKA,भिलाई में मिला डेंगू का छठवां पॉजिटिव मरीज| सहायक संचालक और मलेरिया अधिकारी ने प्रभावित क्षेत्र का दौरा,... का निरीक्षण किया। जिला मलेरिया अधिकारी डॉ. एसके मंडल ने डेंगू पॉजिटिव की संख्या बढ़कर 6 हो गई है। (Dengue case in Bhilai) ...,2020/05/21,https://www.patrika.com/bhilai-news/sixth-positive-patient-of-dengue-found-in-bhilai-nagar-nigam-area-6121125/
Dengue cases,PATRIKA,जोधपुर में बेकाबू हो रहे डेंगू के बावजूद स्वास्थ्य विभाग लापरवाह| यहां कैलाश अपने स्तर पर करवा रहा फॉगिंग,Hindi News · India · Rajasthan · Jodhpur; dengue cases are increasing in jodhpur| health department is not aware ... dengue cases fogging campaign fogging machines jodhpur news jodhpur news in hindi health deparment.,2019/10/25,https://www.patrika.com/jodhpur-news/dengue-cases-are-increasing-in-jodhpur-health-department-is-not-aware-5272285/
Dengue cases,PATRIKA,कोरोना के साथ डेंगू की दहशत| भिलाई में एक ही परिवार का पांचवां सदस्य मिला डेंगू का संदिग्ध मरीज,... और संभावित मरीज मिला है। सुपेला सिविल अस्पताल में रैपिट किट जांच में रिपोर्ट को पॉजिटिव बताया गया है। (Dengue case in bhilai) ...,2020/05/17,https://www.patrika.com/durg-news/fifth-dengue-patient-found-in-bhilai-rapid-test-report-positive-6108615/
Dengue cases,PATRIKA,Monsoon में डेंगू बढ़ा सकता है Corona का खतरा| वैज्ञानिकों ने किया अलर्ट,ऐसे में ये कहा जा सकता है आने वाला समय कोरोना संक्रमण को लेकर और चुनौती भरा हो सकता है। coronavirus Coronavirus in india dengue in india dengue cases ...,1か月前,https://www.patrika.com/miscellenous-india/dengue-may-increase-coronavirus-pandemic-in-monsoon-seasion-scientist-alert-6261197/
Dengue cases,PATRIKA,रहे सावधान| आगरा में जानलेवा हुआ Dengue| हल्के में ना लें बुखार,कई स्कूलों के छात्रों में Dengue की शिकायतें मिली हैं। डेंगू से पीड़ित छात्रों का इलाज शहर के निजी अस्पतालों में चल रहा ...,2018/10/08,https://www.patrika.com/agra-news/dengue-fever-in-agra-become-death-3532479/
Dengue cases,PATRIKA,इन दिनों डेंगू| चिकनगुनिया व मलेरिया रोग ज्यादा हो रहा है तो जान लें ये खास बातें,महासुदर्शन क्वाथ दो-दो चम्मच खाने के 20 मिनट बाद सुबह-शाम लेने से बुखार में आराम मिलता है। Chikungunya chikungunya cases dengue dengue fever ...,1か月前,https://www.patrika.com/health-news/these-days-dengue-chikungunya-and-malaria-diseases-are-getting-more-6300646/
Dengue cases,PATRIKA,विधायक की पत्नी को हुआ डेंगू तो जागा प्रशासन,dengue dengue cases dengue in india dengue news National Institute of Malaria Research patrika news. Show More. dengue dengue cases dengue in india dengue news National Institute of Malaria Research patrika news ...,2019/08/14,https://www.patrika.com/dehradun-2/dengue-fever-is-spreading-in-uttarakhand-4971978/
Dengue cases,PATRIKA,डेंगू से घबराए नहीं| ऐसे लक्षण दिखने पर तुरंत कराएं ये टेस्ट और उपचार,body parts affected by dengue dengue cases in india Deciphering dengue fever dengue dengue fever dengue fever causes Dengue Fever Symptoms. Show More. body parts affected by dengue dengue cases in india ...,2018/09/21,https://www.patrika.com/health-news/dengue-fever-causes-symptoms-and-treatment-in-hindi-3445859/
Dengue cases,PATRIKA,बारिश के साथ बढ़ जाएगा मच्छर जनित बीमारियों का खतरा|कैसे करें बचाव|क्या है लक्षण,... ( Covid-19 Cases ) कोरोना और इन बीमारियों के मिलते लक्षणों के चलते आमजन के लिए भी कोरोना का डर बना रहेगा ( Dengue In Rajasthan ) । डॉ एस. पी.,2020/06/13,https://www.patrika.com/jaipur-news/dengue-chikungunya-malaria-covid-19-cases-changing-season-6189048/
Dengue cases,PATRIKA,DENGUE ALERT खास खबर- कर लो यह उपाय| कभी नहीं होगा डेंगू,सूरत. बरसात के बाद डेंगू (dengue) के मरीजों की संख्या में खासा इजाफा हो जाता है। जरा सी लापरवाही डेंगू के मच्छर को आमंत्रण ...,2019/10/14,https://www.patrika.com/surat-news/dengue-alert-do-this-remedy-dengue-will-never-happen-5220101/
Dengue cases,JAGRAN,डेंगू के 95 मामले सामने आने के बाद खुली सेहत विभाग की नींद,डेंगू के मामलों में लगातार बढ़ोतरी हो रही है। जिले में अब तक डेंगू के 172 संदिग्ध मरीजों की जांच की गई।,4 hours ago,/punjab/tarantaran-open-health-department-sleep-after-95-dengue-cases-20679784.html
Dengue cases,JAGRAN,लखनऊ में डेंगू-मलेरिया के 70 हॉट स्पाॅट| अब तक 35 मिले मरीज,लखनऊ में रुक रुककर हो रही बारिश ने बढ़ाई दिक्कतें बढ़ा मच्छरों का प्रकोप डेंगू के अब तक 35 मिले मरीज।,3 days ago,/uttar-pradesh/lucknow-city-70-hot-dengue-malaria-spots-in-lucknow-35-patients-so-far-20665110.html
Dengue cases,JAGRAN,डेंगू ने दी दस्तक| दो लोगों को मारा डंक,होशियारपुर पिछले पांच माह से जहां कोरोना का वार लगातार जारी है वहीं अब मौसम के करवट लेते ही डेंगू ने भी दस्तक दे दी है।,6 days ago,/punjab/hoshiarpur-two-dengue-paitient-find-in-city-20654173.html
Dengue cases,JAGRAN,West Bengal coronavirus Effect : कोलकाता में कोरोना के प्रकोप के बीच डेंगू के मामले भी बढ़ रहे,West Bengal coronavirus Effect छोटे बच्चे इससे ज्यादा ग्रसित हो रहे मर्ज के गंभीर होने पर बच्चों को अस्पताल ले जा रहे माता-पिता।,7 days ago,/west-bengal/kolkata-west-bengal-coronavirus-effect-dengue-cases-are-also-increasing-in-kolkata-due-to-corona-outbreak-20652138.html
Dengue cases,JAGRAN,दिल्ली में डेंगू-मलेरिया के खिलाफ 25 अगस्त से शुरू होगा निगमों का अभियान,महापौर ने बताया कि निगम ने डेंगू-मलेरिया के खिलाफ फरवरी माह से ही कार्रवाई जारी है लेकिन बरसात होने के बाद इन बीमारियों का खतरा बढ़ जाता है इसलिए अभियान शुरू किया जा रहा है।,7 days ago,/delhi/new-delhi-city-ncr-mcd-to-begin-campaign-against-dengue-and-malaria-on-august-25-in-delhi-20651526.html
Dengue cases,JAGRAN,दिल्ली में फॉगिंग की बजाय फोकल स्प्रे पर जोर| जानिए- डेंगू-मलेरिया से रोकथाम की कैसी है तैयारी,डेंगू-मलेरिया से निपटने के लिए निगमों ने क्या-क्या तैयारियां की हैं इस पर निहाल सिंह ने दक्षिणी और उत्तरी दिल्ली नगर निगम के आयुक्त ज्ञानेश भारती से बातचीत की।,18 days ago,/delhi/new-delhi-city-ncr-read-exclusive-interview-with-municipal-corporation-commissioner-gyanesh-bharti-jagran-special-20612334.html
